source,age_ka,age,d18O,d18O_sw,sealevel
1146 Holbourn,10528,10.528,2.01,-0.1,6.37
1146 Holbourn,10530,10.53,2.03,-0.08,5.16
1146 Holbourn,10531,10.531,1.97,-0.14,8.86
1146 Holbourn,10533,10.533,1.93,-0.18,11.35
1146 Holbourn,10535,10.535,1.98,-0.13,8.29
1146 Holbourn,10537,10.537,2.13,0.01,-0.91
1146 Holbourn,10538,10.538,2.06,-0.06,3.41
1146 Holbourn,10540,10.54,2.19,0.07,-4.57
1146 Holbourn,10542,10.542,2.26,0.14,-8.86
1146 Holbourn,10544,10.544,2.16,0.04,-2.68
1146 Holbourn,10546,10.546,2.21,0.09,-5.73
1146 Holbourn,10547,10.547,2.18,0.06,-3.87
1146 Holbourn,10549,10.549,2.27,0.15,-9.39
1146 Holbourn,10551,10.551,2.29,0.17,-10.6
1146 Holbourn,10553,10.553,2.29,0.17,-10.57
1146 Holbourn,10554,10.554,2.31,0.19,-11.79
1146 Holbourn,10556,10.556,2.29,0.17,-10.54
1146 Holbourn,10558,10.558,2.33,0.21,-12.98
1146 Holbourn,10560,10.56,2.1,-0.02,1.2
1146 Holbourn,10561,10.561,2.17,0.05,-3.1
1146 Holbourn,10563,10.563,2.25,0.13,-8
1146 Holbourn,10565,10.565,2.27,0.15,-9.2
1146 Holbourn,10567,10.567,2.06,-0.06,3.74
1146 Holbourn,10569,10.569,2.03,-0.09,5.61
1146 Holbourn,10570,10.57,2.02,-0.1,6.24
1146 Holbourn,10572,10.572,2.1,-0.02,1.34
1146 Holbourn,10574,10.574,2.05,-0.07,4.44
1146 Holbourn,10576,10.576,2.01,-0.11,6.92
1146 Holbourn,10577,10.577,2,-0.12,7.55
1146 Holbourn,10579,10.579,2.06,-0.06,3.88
1146 Holbourn,10581,10.581,2.1,-0.02,1.44
1146 Holbourn,10583,10.583,2.03,-0.09,5.78
1146 Holbourn,10584,10.584,2.07,-0.05,3.33
1146 Holbourn,10586,10.586,2.07,-0.05,3.35
1146 Holbourn,10588,10.588,2.02,-0.1,6.45
1146 Holbourn,10590,10.59,2.08,-0.05,2.78
1146 Holbourn,10592,10.592,2.19,0.06,-3.97
1146 Holbourn,10593,10.593,2.23,0.1,-6.42
1146 Holbourn,10595,10.595,2.25,0.12,-7.62
1146 Holbourn,10597,10.597,2.3,0.17,-10.68
1146 Holbourn,10599,10.599,2.27,0.14,-8.81
1146 Holbourn,10600,10.6,2.25,0.12,-7.57
1146 Holbourn,10602,10.602,2.13,0,-0.16
1146 Holbourn,10604,10.604,1.94,-0.19,11.55
1146 Holbourn,10606,10.606,2.04,-0.09,5.42
1146 Holbourn,10607,10.607,1.95,-0.18,10.97
1146 Holbourn,10609,10.609,1.86,-0.27,16.53
1146 Holbourn,10611,10.611,1.82,-0.31,19.01
1146 Holbourn,10613,10.613,1.71,-0.42,25.8
1146 Holbourn,10615,10.615,1.91,-0.22,13.51
1146 Holbourn,10616,10.616,1.89,-0.24,14.75
1146 Holbourn,10618,10.618,1.96,-0.17,10.47
1146 Holbourn,10620,10.62,2.06,-0.07,4.33
1146 Holbourn,10622,10.622,2.02,-0.11,6.82
1146 Holbourn,10623,10.623,1.92,-0.21,12.98
1146 Holbourn,10625,10.625,1.84,-0.29,17.92
1146 Holbourn,10627,10.627,1.88,-0.25,15.48
1146 Holbourn,10629,10.629,1.81,-0.32,19.81
1146 Holbourn,10631,10.631,1.88,-0.25,15.52
1146 Holbourn,10632,10.632,1.86,-0.27,16.77
1146 Holbourn,10634,10.634,1.93,-0.2,12.48
1146 Holbourn,10636,10.636,2,-0.13,8.19
1146 Holbourn,10638,10.638,2.14,0.01,-0.4
1146 Holbourn,10640,10.64,2.18,0.05,-2.84
1146 Holbourn,10641,10.641,2.47,0.34,-20.68
1146 Holbourn,10643,10.643,2.18,0.05,-2.81
1146 Holbourn,10645,10.645,2.2,0.07,-4.02
1146 Holbourn,10647,10.647,2.13,0,0.31
1146 Holbourn,10649,10.649,2.14,0,-0.29
1146 Holbourn,10651,10.651,2.06,-0.08,4.65
1146 Holbourn,10652,10.652,2.02,-0.12,7.13
1146 Holbourn,10654,10.654,1.93,-0.21,12.69
1146 Holbourn,10656,10.656,1.73,-0.41,25.01
1146 Holbourn,10658,10.658,2.02,-0.12,7.19
1146 Holbourn,10660,10.66,2.03,-0.11,6.59
1146 Holbourn,10663,10.663,2.04,-0.1,6.01
1146 Holbourn,10665,10.665,2.13,-0.01,0.49
1146 Holbourn,10667,10.667,2.12,-0.02,1.13
1146 Holbourn,10669,10.669,2.12,-0.02,1.15
1146 Holbourn,10671,10.671,2.13,-0.01,0.55
1146 Holbourn,10674,10.674,2.15,0.01,-0.65
1146 Holbourn,10676,10.676,2.19,0.05,-3.09
1146 Holbourn,10678,10.678,2.17,0.03,-1.84
1146 Holbourn,10680,10.68,2.38,0.24,-14.74
1146 Holbourn,10682,10.682,2.28,0.14,-8.56
1146 Holbourn,10685,10.685,2.14,0,0.08
1146 Holbourn,10687,10.687,2.31,0.17,-10.36
1146 Holbourn,10689,10.689,2.25,0.11,-6.65
1146 Holbourn,10691,10.691,2.25,0.11,-6.62
1146 Holbourn,10694,10.694,2.17,0.03,-1.67
1146 Holbourn,10696,10.696,2.22,0.08,-4.73
1146 Holbourn,10698,10.698,2.16,0.02,-1.01
1146 Holbourn,10700,10.7,2.02,-0.12,7.62
1146 Holbourn,10702,10.702,2.12,-0.02,1.48
1146 Holbourn,10705,10.705,1.94,-0.2,12.58
1146 Holbourn,10707,10.707,2.11,-0.03,2.14
1146 Holbourn,10709,10.709,1.85,-0.3,18.15
1146 Holbourn,10711,10.711,1.77,-0.38,23.09
1146 Holbourn,10713,10.713,1.78,-0.37,22.49
1146 Holbourn,10716,10.716,1.72,-0.43,26.21
1146 Holbourn,10718,10.718,1.78,-0.37,22.53
1146 Holbourn,10725,10.725,2.14,-0.01,0.43
1146 Holbourn,10727,10.727,2.15,0,-0.17
1146 Holbourn,10729,10.729,2.17,0.02,-1.38
1146 Holbourn,10731,10.731,2.15,0,-0.14
1146 Holbourn,10733,10.733,2.24,0.09,-5.66
1146 Holbourn,10736,10.736,2.14,-0.01,0.52
1146 Holbourn,10738,10.738,2.19,0.04,-2.54
1146 Holbourn,10740,10.74,1.86,-0.29,17.78
1146 Holbourn,10742,10.742,2,-0.15,9.18
1146 Holbourn,10745,10.745,1.84,-0.31,19.05
1146 Holbourn,10747,10.747,1.77,-0.38,23.37
1146 Holbourn,10749,10.749,1.77,-0.38,23.39
1146 Holbourn,10751,10.751,2,-0.15,9.25
1146 Holbourn,10753,10.753,1.98,-0.17,10.5
1146 Holbourn,10756,10.756,2.02,-0.13,8.06
1146 Holbourn,10758,10.758,2.05,-0.1,6.23
1146 Holbourn,10760,10.76,1.88,-0.27,16.7
1146 Holbourn,10762,10.762,1.97,-0.18,11.18
1146 Holbourn,10764,10.764,1.77,-0.38,23.5
1146 Holbourn,10767,10.767,1.9,-0.25,15.53
1146 Holbourn,10769,10.769,1.83,-0.32,19.85
1146 Holbourn,10771,10.771,1.64,-0.51,31.56
1146 Holbourn,10773,10.773,1.85,-0.3,18.65
1146 Holbourn,10776,10.776,1.66,-0.49,30.37
1146 Holbourn,10778,10.778,1.76,-0.39,24.23
1146 Holbourn,10780,10.78,1.53,-0.62,38.4
1146 Holbourn,10782,10.782,1.85,-0.3,18.72
1146 Holbourn,10785,10.785,2,-0.15,9.51
1146 Holbourn,10787,10.787,2.19,0.04,-2.16
1146 Holbourn,10790,10.79,2.26,0.1,-6.45
1146 Holbourn,10792,10.792,2.33,0.17,-10.74
1146 Holbourn,10794,10.794,2.37,0.21,-13.19
1146 Holbourn,10797,10.797,2.47,0.31,-19.32
1146 Holbourn,10799,10.799,2.36,0.2,-12.53
1146 Holbourn,10806,10.806,2.22,0.06,-3.89
1146 Holbourn,10809,10.809,2.18,0.02,-1.41
1146 Holbourn,10811,10.811,2.21,0.05,-3.25
1146 Holbourn,10813,10.813,2.23,0.07,-4.47
1146 Holbourn,10816,10.816,2.24,0.08,-5.08
1146 Holbourn,10818,10.818,2.14,-0.02,1.08
1146 Holbourn,10820,10.82,2.18,0.02,-1.37
1146 Holbourn,10823,10.823,2.05,-0.11,6.64
1146 Holbourn,10825,10.825,2.17,0.01,-0.74
1146 Holbourn,10828,10.828,2.19,0.03,-1.95
1146 Holbourn,10830,10.83,2.17,0.01,-0.72
1146 Holbourn,10832,10.832,2.21,0.05,-3.17
1146 Holbourn,10835,10.835,2.23,0.07,-4.39
1146 Holbourn,10837,10.837,2.18,0.02,-1.3
1146 Holbourn,10840,10.84,2.17,0.01,-0.68
1146 Holbourn,10842,10.842,2.22,0.06,-3.75
1146 Holbourn,10844,10.844,2.25,0.09,-5.59
1146 Holbourn,10847,10.847,2.25,0.09,-5.57
1146 Holbourn,10849,10.849,2.12,-0.04,2.43
1146 Holbourn,10851,10.851,2.28,0.12,-7.4
1146 Holbourn,10854,10.854,2.27,0.11,-6.78
1146 Holbourn,10856,10.856,2.29,0.13,-8
1146 Holbourn,10859,10.859,2.26,0.1,-6.14
1146 Holbourn,10861,10.861,2.11,-0.05,3.1
1146 Holbourn,10866,10.866,2.11,-0.05,3.12
1146 Holbourn,10868,10.868,2,-0.16,9.89
1146 Holbourn,10873,10.873,2.06,-0.1,6.22
1146 Holbourn,10875,10.875,2.12,-0.04,2.54
1146 Holbourn,10878,10.878,2.09,-0.07,4.39
1146 Holbourn,10880,10.88,1.95,-0.21,13.02
1146 Holbourn,10882,10.882,2.02,-0.14,8.72
1146 Holbourn,10885,10.885,2.18,0.02,-1.12
1146 Holbourn,10887,10.887,2.15,-0.01,0.74
1146 Holbourn,10890,10.89,2.04,-0.12,7.52
1146 Holbourn,10892,10.892,2.25,0.09,-5.4
1146 Holbourn,10894,10.894,2.17,0.01,-0.47
1146 Holbourn,10897,10.897,2.16,0,0.16
1146 Holbourn,10899,10.899,2.13,-0.03,2.01
1146 Holbourn,10901,10.901,2.2,0.04,-2.29
1146 Holbourn,10904,10.904,2.23,0.07,-4.13
1146 Holbourn,10906,10.906,2.09,-0.07,4.49
1146 Holbourn,10909,10.909,2.29,0.13,-7.82
1146 Holbourn,10911,10.911,2.27,0.11,-6.58
1146 Holbourn,10913,10.913,2.17,0.01,-0.43
1146 Holbourn,10916,10.916,2.2,0.04,-2.27
1146 Holbourn,10918,10.918,2.2,0.04,-2.27
1146 Holbourn,10920,10.92,2.09,-0.07,4.5
1146 Holbourn,10923,10.923,2.31,0.15,-9.03
1146 Holbourn,10925,10.925,2.27,0.11,-6.57
1146 Holbourn,10928,10.928,2.28,0.12,-7.18
1146 Holbourn,10930,10.93,2.26,0.1,-5.94
1146 Holbourn,10932,10.932,2.27,0.11,-6.56
1146 Holbourn,10935,10.935,2.28,0.12,-7.17
1146 Holbourn,10937,10.937,2.23,0.07,-4.09
1146 Holbourn,10940,10.94,2.17,0.01,-0.39
1146 Holbourn,10942,10.942,2.16,0,0.22
1146 Holbourn,10944,10.944,1.96,-0.2,12.54
1146 Holbourn,10947,10.947,2.01,-0.15,9.46
1146 Holbourn,10949,10.949,1.97,-0.19,11.93
1146 Holbourn,10951,10.951,1.94,-0.22,13.78
1146 Holbourn,10954,10.954,2.02,-0.14,8.86
1146 Holbourn,10956,10.956,1.92,-0.24,15.01
1146 Holbourn,10959,10.959,1.91,-0.25,15.63
1146 Holbourn,10961,10.961,1.95,-0.21,13.17
1146 Holbourn,10963,10.963,1.94,-0.22,13.79
1146 Holbourn,10966,10.966,2.1,-0.06,3.95
1146 Holbourn,10968,10.968,2.02,-0.14,8.87
1146 Holbourn,10970,10.97,2.11,-0.05,3.34
1146 Holbourn,10973,10.973,2.13,-0.03,2.11
1146 Holbourn,10975,10.975,2.18,0.02,-0.96
1146 Holbourn,10978,10.978,2.16,0,0.27
1146 Holbourn,10980,10.98,2.22,0.06,-3.42
1146 Holbourn,10982,10.982,2.17,0.01,-0.34
1146 Holbourn,10985,10.985,2.15,-0.01,0.9
1146 Holbourn,10987,10.987,2.12,-0.04,2.74
1146 Holbourn,10989,10.989,2.13,-0.03,2.13
1146 Holbourn,10992,10.992,2.07,-0.09,5.83
1146 Holbourn,10994,10.994,2.13,-0.03,2.14
1146 Holbourn,10997,10.997,2.11,-0.05,3.37
1146 Holbourn,10999,10.999,2.09,-0.07,4.61
1146 Holbourn,11001,11.001,2.16,0,0.3
1146 Holbourn,11004,11.004,2.11,-0.05,3.38
1146 Holbourn,11006,11.006,2.21,0.05,-2.78
1146 Holbourn,11009,11.009,2.17,0.01,-0.32
1146 Holbourn,11011,11.011,2.19,0.03,-1.55
1146 Holbourn,11013,11.013,2.11,-0.05,3.38
1146 Holbourn,11016,11.016,2.02,-0.14,8.92
1146 Holbourn,11018,11.018,2.03,-0.13,8.3
1146 Holbourn,11020,11.02,1.95,-0.21,13.22
1146 Holbourn,11023,11.023,1.85,-0.31,19.38
1146 Holbourn,11024,11.024,1.93,-0.23,14.45
1146 Holbourn,11026,11.026,1.8,-0.36,22.45
1146 Holbourn,11028,11.028,1.82,-0.34,21.22
1146 Holbourn,11029,11.029,1.96,-0.2,12.61
1146 Holbourn,11031,11.031,2.09,-0.07,4.61
1146 Holbourn,11033,11.033,2.12,-0.04,2.76
1146 Holbourn,11034,11.034,2.09,-0.07,4.61
1146 Holbourn,11036,11.036,2.26,0.1,-5.85
1146 Holbourn,11038,11.038,2.25,0.09,-5.24
1146 Holbourn,11039,11.039,2.28,0.12,-7.08
1146 Holbourn,11041,11.041,2.24,0.08,-4.62
1146 Holbourn,11043,11.043,2.31,0.15,-8.93
1146 Holbourn,11045,11.045,2.32,0.16,-9.55
1146 Holbourn,11046,11.046,2.32,0.16,-9.55
1146 Holbourn,11048,11.048,2.36,0.2,-12.01
1146 Holbourn,11050,11.05,2.29,0.13,-7.7
1146 Holbourn,11051,11.051,2.32,0.16,-9.55
1146 Holbourn,11053,11.053,2.28,0.12,-7.08
1146 Holbourn,11055,11.055,2.22,0.06,-3.39
1146 Holbourn,11056,11.056,2.18,0.02,-0.93
1146 Holbourn,11058,11.058,2.38,0.22,-13.24
1146 Holbourn,11060,11.06,2.2,0.04,-2.16
1146 Holbourn,11061,11.061,2.33,0.17,-10.16
1146 Holbourn,11063,11.063,2.22,0.06,-3.39
1146 Holbourn,11065,11.065,2.37,0.21,-12.62
1146 Holbourn,11066,11.066,2.3,0.14,-8.32
1146 Holbourn,11068,11.068,2.28,0.12,-7.08
1146 Holbourn,11070,11.07,2.07,-0.09,5.84
1146 Holbourn,11071,11.071,2.09,-0.07,4.61
1146 Holbourn,11073,11.073,2.12,-0.04,2.76
1146 Holbourn,11075,11.075,2.22,0.06,-3.39
1146 Holbourn,11076,11.076,2.14,-0.02,1.53
1146 Holbourn,11078,11.078,2.17,0.01,-0.32
1146 Holbourn,11080,11.08,2.16,0,0.3
1146 Holbourn,11082,11.082,2.21,0.05,-2.78
1146 Holbourn,11083,11.083,2.21,0.05,-2.78
1146 Holbourn,11085,11.085,2.25,0.09,-5.24
1146 Holbourn,11087,11.087,2.36,0.2,-12.01
1146 Holbourn,11088,11.088,2.32,0.16,-9.55
1146 Holbourn,11090,11.09,2.31,0.15,-8.93
1146 Holbourn,11092,11.092,2.26,0.1,-5.85
1146 Holbourn,11093,11.093,2.33,0.17,-10.16
1146 Holbourn,11095,11.095,2.43,0.27,-16.32
1146 Holbourn,11097,11.097,2.47,0.31,-18.78
1146 Holbourn,11098,11.098,2.36,0.2,-12.01
1146 Holbourn,11100,11.1,2.36,0.2,-12.01
1146 Holbourn,11102,11.102,2.34,0.18,-10.78
1146 Holbourn,11103,11.103,2.22,0.06,-3.4
1146 Holbourn,11105,11.105,2.12,-0.04,2.74
1146 Holbourn,11107,11.107,2.24,0.08,-4.65
1146 Holbourn,11108,11.108,2.15,-0.01,0.88
1146 Holbourn,11110,11.11,2.19,0.03,-1.59
1146 Holbourn,11112,11.112,2.16,0,0.25
1146 Holbourn,11113,11.113,2.09,-0.07,4.56
1146 Holbourn,11115,11.115,2.17,0.01,-0.37
1146 Holbourn,11117,11.117,2,-0.16,10.08
1146 Holbourn,11119,11.119,2.04,-0.12,7.61
1146 Holbourn,11120,11.12,2.11,-0.05,3.3
1146 Holbourn,11122,11.122,2.1,-0.06,3.91
1146 Holbourn,11124,11.124,2.12,-0.04,2.67
1146 Holbourn,11125,11.125,1.98,-0.18,11.28
1146 Holbourn,11127,11.127,2.12,-0.04,2.66
1146 Holbourn,11129,11.129,2.23,0.07,-4.12
1146 Holbourn,11130,11.13,2.34,0.18,-10.89
1146 Holbourn,11132,11.132,2.11,-0.05,3.25
1146 Holbourn,11134,11.134,2.29,0.13,-7.83
1146 Holbourn,11135,11.135,2.26,0.1,-5.99
1146 Holbourn,11137,11.137,2.26,0.1,-6
1146 Holbourn,11139,11.139,2.14,-0.02,1.38
1146 Holbourn,11140,11.14,2.06,-0.1,6.3
1146 Holbourn,11142,11.142,2.12,-0.04,2.6
1146 Holbourn,11144,11.144,2.03,-0.13,8.13
1146 Holbourn,11145,11.145,1.73,-0.43,26.59
1146 Holbourn,11147,11.147,1.9,-0.26,16.12
1146 Holbourn,11149,11.149,1.96,-0.2,12.42
1146 Holbourn,11151,11.151,2.05,-0.11,6.87
1146 Holbourn,11153,11.153,2.02,-0.14,8.71
1146 Holbourn,11155,11.155,2.13,-0.03,1.93
1146 Holbourn,11157,11.157,2.1,-0.06,3.77
1146 Holbourn,11159,11.159,2.05,-0.11,6.84
1146 Holbourn,11161,11.161,2.05,-0.11,6.83
1146 Holbourn,11163,11.163,1.92,-0.24,14.82
1146 Holbourn,11165,11.165,2.1,-0.06,3.74
1146 Holbourn,11167,11.167,2.03,-0.13,8.04
1146 Holbourn,11169,11.169,2.12,-0.04,2.49
1146 Holbourn,11171,11.171,2.35,0.19,-11.67
1146 Holbourn,11173,11.173,2.42,0.26,-15.98
1146 Holbourn,11175,11.175,2.43,0.27,-16.61
1146 Holbourn,11178,11.178,2.37,0.21,-12.93
1146 Holbourn,11180,11.18,2.43,0.27,-16.63
1146 Holbourn,11182,11.182,2.3,0.14,-8.63
1146 Holbourn,11184,11.184,2.21,0.05,-3.1
1146 Holbourn,11186,11.186,2.23,0.07,-4.34
1146 Holbourn,11188,11.188,2.1,-0.06,3.65
1146 Holbourn,11190,11.19,2.29,0.13,-8.05
1146 Holbourn,11192,11.192,2.18,0.02,-1.29
1146 Holbourn,11194,11.194,2.19,0.03,-1.91
1146 Holbourn,11196,11.196,2.24,0.08,-5
1146 Holbourn,11198,11.198,2.27,0.11,-6.85
1146 Holbourn,11200,11.2,2.15,-0.01,0.53
1146 Holbourn,11202,11.202,2.29,0.13,-8.1
1146 Holbourn,11204,11.204,2.32,0.16,-9.96
1146 Holbourn,11206,11.206,2.25,0.09,-5.67
1146 Holbourn,11208,11.208,2.23,0.07,-4.45
1146 Holbourn,11210,11.21,2.32,0.16,-10
1146 Holbourn,11212,11.212,2.3,0.14,-8.78
1146 Holbourn,11214,11.214,2.37,0.21,-13.1
1146 Holbourn,11216,11.216,2.32,0.16,-10.04
1146 Holbourn,11218,11.218,2.31,0.15,-9.44
1146 Holbourn,11220,11.22,2.25,0.09,-5.76
1146 Holbourn,11222,11.222,2.2,0.04,-2.69
1146 Holbourn,11224,11.224,1.98,-0.18,10.83
1146 Holbourn,11226,11.226,2.19,0.03,-2.1
1146 Holbourn,11228,11.228,2.23,0.07,-4.58
1146 Holbourn,11230,11.23,2.28,0.12,-7.67
1146 Holbourn,11232,11.232,2.01,-0.15,8.94
1146 Holbourn,11234,11.234,1.89,-0.27,16.31
1146 Holbourn,11236,11.236,1.97,-0.18,11.37
1146 Holbourn,11238,11.238,1.85,-0.3,18.74
1146 Holbourn,11240,11.24,2.06,-0.09,5.81
1146 Holbourn,11242,11.242,2.22,0.07,-4.05
1146 Holbourn,11244,11.244,2.24,0.09,-5.3
1146 Holbourn,11246,11.246,2.32,0.17,-10.23
1146 Holbourn,11248,11.248,2.22,0.07,-4.09
1146 Holbourn,11250,11.25,2.15,0,0.2
1146 Holbourn,11252,11.252,2.08,-0.07,4.5
1146 Holbourn,11254,11.254,2.12,-0.03,2.02
1146 Holbourn,11256,11.256,2.26,0.11,-6.6
1146 Holbourn,11258,11.258,2.05,-0.1,6.31
1146 Holbourn,11260,11.26,1.87,-0.28,17.37
1146 Holbourn,11262,11.262,1.89,-0.26,16.13
1146 Holbourn,11264,11.264,2.14,-0.01,0.73
1146 Holbourn,11266,11.266,2.18,0.03,-1.75
1146 Holbourn,11268,11.268,2.17,0.02,-1.14
1146 Holbourn,11270,11.27,2.1,-0.05,3.15
1146 Holbourn,11272,11.272,2.22,0.07,-4.25
1146 Holbourn,11274,11.274,2.1,-0.05,3.13
1146 Holbourn,11276,11.276,2.08,-0.07,4.34
1146 Holbourn,11278,11.278,2.01,-0.14,8.64
1146 Holbourn,11280,11.28,1.81,-0.34,20.93
1146 Holbourn,11283,11.283,1.89,-0.26,15.99
1146 Holbourn,11285,11.285,2.12,-0.03,1.82
1146 Holbourn,11287,11.287,2.1,-0.05,3.04
1146 Holbourn,11289,11.289,2.14,-0.01,0.57
1146 Holbourn,11291,11.291,2.33,0.18,-11.14
1146 Holbourn,11293,11.293,2.33,0.18,-11.15
1146 Holbourn,11295,11.295,2.51,0.36,-22.24
1146 Holbourn,11298,11.298,2.27,0.12,-7.49
1146 Holbourn,11301,11.301,2.28,0.13,-8.12
1146 Holbourn,11304,11.304,2.37,0.22,-13.68
1146 Holbourn,11307,11.307,2.42,0.27,-16.77
1146 Holbourn,11309,11.309,2.29,0.14,-8.78
1146 Holbourn,11312,11.312,2.21,0.06,-3.87
1146 Holbourn,11315,11.315,2.26,0.11,-6.97
1146 Holbourn,11318,11.318,2.19,0.04,-2.67
1146 Holbourn,11321,11.321,2.2,0.05,-3.3
1146 Holbourn,11324,11.324,2.26,0.11,-7.01
1146 Holbourn,11326,11.326,2.15,0,-0.25
1146 Holbourn,11329,11.329,2.25,0.1,-6.42
1146 Holbourn,11332,11.332,2.2,0.05,-3.36
1146 Holbourn,11335,11.335,2.22,0.07,-4.61
1146 Holbourn,11338,11.338,2.18,0.04,-2.16
1146 Holbourn,11340,11.34,2.21,0.07,-4.02
1146 Holbourn,11343,11.343,2.09,-0.05,3.35
1146 Holbourn,11346,11.346,2.2,0.06,-3.43
1146 Holbourn,11349,11.349,2.13,-0.01,0.86
1146 Holbourn,11352,11.352,2.23,0.09,-5.31
1146 Holbourn,11354,11.354,2.29,0.15,-9.01
1146 Holbourn,11357,11.357,2.16,0.02,-1.03
1146 Holbourn,11360,11.36,2.13,-0.01,0.8
1146 Holbourn,11363,11.363,2.24,0.1,-5.98
1146 Holbourn,11366,11.366,1.89,-0.25,15.54
1146 Holbourn,11368,11.368,1.69,-0.45,27.84
1146 Holbourn,11371,11.371,2,-0.14,8.74
1146 Holbourn,11374,11.374,2.14,0,0.11
1146 Holbourn,11377,11.377,2.03,-0.11,6.87
1146 Holbourn,11380,11.38,2.13,-0.01,0.7
1146 Holbourn,11383,11.383,2.25,0.11,-6.7
1146 Holbourn,11385,11.385,1.98,-0.16,9.9
1146 Holbourn,11388,11.388,2.12,-0.02,1.27
1146 Holbourn,11391,11.391,2,-0.14,8.64
1146 Holbourn,11394,11.394,2.07,-0.07,4.32
1146 Holbourn,11397,11.397,2.06,-0.08,4.92
1146 Holbourn,11399,11.399,2.22,0.08,-4.94
1146 Holbourn,11402,11.402,2.29,0.15,-9.26
1146 Holbourn,11405,11.405,2.42,0.28,-17.28
1146 Holbourn,11408,11.408,2.31,0.17,-10.52
1146 Holbourn,11411,11.411,2.31,0.17,-10.54
1146 Holbourn,11413,11.413,2.24,0.1,-6.24
1146 Holbourn,11416,11.416,2.15,0.01,-0.72
1146 Holbourn,11419,11.419,2.17,0.03,-1.97
1146 Holbourn,11422,11.422,2.06,-0.08,4.79
1146 Holbourn,11425,11.425,2.05,-0.09,5.39
1146 Holbourn,11427,11.427,2.05,-0.09,5.38
1146 Holbourn,11430,11.43,1.97,-0.17,10.29
1146 Holbourn,11433,11.433,1.86,-0.28,17.04
1146 Holbourn,11436,11.436,2.02,-0.12,7.18
1146 Holbourn,11439,11.439,1.95,-0.19,11.47
1146 Holbourn,11442,11.442,2.15,0.01,-0.85
1146 Holbourn,11444,11.444,2.1,-0.04,2.21
1146 Holbourn,11447,11.447,2.03,-0.11,6.51
1146 Holbourn,11450,11.45,1.95,-0.19,11.41
1146 Holbourn,11453,11.453,2.14,0,-0.29
1146 Holbourn,11456,11.456,2.08,-0.05,3.38
1146 Holbourn,11458,11.458,2.41,0.28,-16.94
1146 Holbourn,11461,11.461,2.21,0.08,-4.64
1146 Holbourn,11464,11.464,2.07,-0.06,3.96
1146 Holbourn,11467,11.467,2.02,-0.11,7.02
1146 Holbourn,11470,11.47,2.23,0.1,-5.92
1146 Holbourn,11472,11.472,2.3,0.17,-10.24
1146 Holbourn,11475,11.475,2.07,-0.06,3.9
1146 Holbourn,11478,11.478,2.16,0.03,-1.65
1146 Holbourn,11481,11.481,2.02,-0.11,6.95
1146 Holbourn,11484,11.484,2.12,-0.01,0.78
1146 Holbourn,11486,11.486,2.07,-0.06,3.84
1146 Holbourn,11489,11.489,2.17,0.04,-2.33
1146 Holbourn,11492,11.492,2.33,0.2,-12.19
1146 Holbourn,11495,11.495,2.27,0.14,-8.51
1146 Holbourn,11498,11.498,2.11,-0.02,1.32
1146 Holbourn,11501,11.501,2.05,-0.08,5
1146 Holbourn,11503,11.503,2.21,0.08,-4.85
1146 Holbourn,11506,11.506,2.16,0.03,-1.78
1146 Holbourn,11509,11.509,2.14,0.01,-0.55
1146 Holbourn,11512,11.512,2.24,0.11,-6.71
1146 Holbourn,11515,11.515,2.24,0.11,-6.71
1146 Holbourn,11517,11.517,1.92,-0.21,12.98
1146 Holbourn,11520,11.52,2.19,0.06,-3.64
1146 Holbourn,11523,11.523,2.13,0,0.05
1146 Holbourn,11526,11.526,2.25,0.12,-7.34
1146 Holbourn,11529,11.529,2.27,0.14,-8.58
1146 Holbourn,11531,11.531,2.26,0.13,-7.96
1146 Holbourn,11534,11.534,2.2,0.07,-4.27
1146 Holbourn,11537,11.537,2.22,0.09,-5.51
1146 Holbourn,11540,11.54,2.06,-0.07,4.33
1146 Holbourn,11543,11.543,2.05,-0.08,4.95
1146 Holbourn,11545,11.545,2.17,0.04,-2.44
1146 Holbourn,11548,11.548,2.13,0,0.02
1146 Holbourn,11551,11.551,2.16,0.03,-1.83
1146 Holbourn,11554,11.554,2.1,-0.03,1.85
1146 Holbourn,11557,11.557,1.94,-0.19,11.7
1146 Holbourn,11560,11.56,1.87,-0.26,16
1146 Holbourn,11562,11.562,2.01,-0.12,7.38
1146 Holbourn,11565,11.565,2.14,0.01,-0.62
1146 Holbourn,11568,11.568,2.19,0.06,-3.7
1146 Holbourn,11571,11.571,2.37,0.24,-14.78
1146 Holbourn,11574,11.574,2.33,0.2,-12.33
1146 Holbourn,11576,11.576,2.35,0.22,-13.56
1146 Holbourn,11579,11.579,2.22,0.09,-5.56
1146 Holbourn,11582,11.582,1.97,-0.16,9.82
1146 Holbourn,11585,11.585,1.82,-0.31,19.04
1146 Holbourn,11588,11.588,2.08,-0.05,3.04
1146 Holbourn,11590,11.59,2.19,0.06,-3.73
1146 Holbourn,11593,11.593,2.13,0,-0.04
1146 Holbourn,11596,11.596,1.96,-0.17,10.41
1146 Holbourn,11599,11.599,2.11,-0.02,1.18
1146 Holbourn,11602,11.602,2.1,-0.03,1.8
1146 Holbourn,11604,11.604,2.07,-0.06,3.65
1146 Holbourn,11607,11.607,2.14,0.01,-0.65
1146 Holbourn,11610,11.61,1.95,-0.18,11.05
