source,age_ka,age,d18O,d18O_sw,sealevel
1338 Holbourn,13629,13.629,1.73,-0.25,15.28
1338 Holbourn,13631,13.631,1.93,-0.05,2.98
1338 Holbourn,13633,13.633,1.69,-0.29,17.76
1338 Holbourn,13635,13.635,1.64,-0.34,20.85
1338 Holbourn,13636,13.636,1.77,-0.21,12.85
1338 Holbourn,13638,13.638,1.99,0.01,-0.68
1338 Holbourn,13639,13.639,2.21,0.23,-14.21
1338 Holbourn,13641,13.641,2.19,0.21,-12.97
1338 Holbourn,13642,13.642,2.17,0.19,-11.73
1338 Holbourn,13644,13.644,2.37,0.39,-24.03
1338 Holbourn,13645,13.645,2.19,0.21,-12.95
1338 Holbourn,13647,13.647,2.25,0.27,-16.63
1338 Holbourn,13648,13.648,2.09,0.11,-6.78
1338 Holbourn,13650,13.65,2.26,0.28,-17.23
1338 Holbourn,13651,13.651,2.1,0.12,-7.38
1338 Holbourn,13653,13.653,2.18,0.2,-12.29
1338 Holbourn,13654,13.654,2.1,0.12,-7.36
1338 Holbourn,13655,13.655,2.1,0.12,-7.36
1338 Holbourn,13657,13.657,2.21,0.23,-14.12
1338 Holbourn,13658,13.658,2.2,0.22,-13.5
1338 Holbourn,13660,13.66,2.22,0.24,-14.72
1338 Holbourn,13661,13.661,2.25,0.27,-16.56
1338 Holbourn,13663,13.663,2.32,0.34,-20.86
1338 Holbourn,13664,13.664,2.22,0.24,-14.7
1338 Holbourn,13666,13.666,2.24,0.26,-15.92
1338 Holbourn,13667,13.667,2.15,0.17,-10.37
1338 Holbourn,13669,13.669,2.27,0.29,-17.75
1338 Holbourn,13670,13.67,2.15,0.17,-10.36
1338 Holbourn,13672,13.672,2.18,0.2,-12.19
1338 Holbourn,13673,13.673,2.15,0.17,-10.34
1338 Holbourn,13674,13.674,2.18,0.2,-12.18
1338 Holbourn,13676,13.676,2.07,0.09,-5.4
1338 Holbourn,13677,13.677,2.26,0.28,-17.09
1338 Holbourn,13679,13.679,2.03,0.05,-2.93
1338 Holbourn,13680,13.68,2,0.02,-1.08
1338 Holbourn,13682,13.682,2.09,0.11,-6.6
1338 Holbourn,13683,13.683,2.23,0.25,-15.21
1338 Holbourn,13685,13.685,2.04,0.06,-3.51
1338 Holbourn,13686,13.686,2.2,0.22,-13.35
1338 Holbourn,13688,13.688,1.93,-0.05,3.27
1338 Holbourn,13689,13.689,2.41,0.43,-26.26
1338 Holbourn,13690,13.69,2.32,0.34,-20.72
1338 Holbourn,13692,13.692,2.38,0.4,-24.4
1338 Holbourn,13693,13.693,2.15,0.17,-10.24
1338 Holbourn,13695,13.695,2.24,0.26,-15.77
1338 Holbourn,13696,13.696,2,0.02,-0.99
1338 Holbourn,13698,13.698,1.8,-0.18,11.33
1338 Holbourn,13699,13.699,1.92,-0.06,3.95
1338 Holbourn,13701,13.701,1.84,-0.14,8.89
1338 Holbourn,13702,13.702,1.96,-0.02,1.53
1338 Holbourn,13704,13.704,2.02,0.03,-2.13
1338 Holbourn,13705,13.705,1.95,-0.04,2.2
1338 Holbourn,13707,13.707,1.92,-0.07,4.08
1338 Holbourn,13708,13.708,1.82,-0.17,10.25
1338 Holbourn,13709,13.709,2,0.01,-0.81
1338 Holbourn,13710,13.71,2,0.01,-0.79
1338 Holbourn,13711,13.711,1.97,-0.02,1.07
1338 Holbourn,13712,13.712,1.96,-0.03,1.71
1338 Holbourn,13713,13.713,1.88,-0.11,6.65
1338 Holbourn,13714,13.714,2.03,0.04,-2.56
1338 Holbourn,13715,13.715,2.1,0.11,-6.85
1338 Holbourn,13716,13.716,2.17,0.18,-11.14
1338 Holbourn,13717,13.717,2.33,0.34,-20.97
1338 Holbourn,13718,13.718,2.21,0.22,-13.57
1338 Holbourn,13719,13.719,2.17,0.18,-11.09
1338 Holbourn,13720,13.72,2.11,0.12,-7.38
1338 Holbourn,13721,13.721,2.1,0.11,-6.75
1338 Holbourn,13722,13.722,2.03,0.04,-2.42
1338 Holbourn,13722,13.722,2,0.01,-0.57
1338 Holbourn,13723,13.723,2.21,0.22,-13.48
1338 Holbourn,13724,13.724,2.07,0.08,-4.85
1338 Holbourn,13725,13.725,2.24,0.25,-15.29
1338 Holbourn,13725,13.725,2.17,0.18,-10.98
1338 Holbourn,13725,13.725,2.29,0.3,-18.37
1338 Holbourn,13726,13.726,2.25,0.26,-15.89
1338 Holbourn,13727,13.727,2.19,0.2,-12.18
1338 Holbourn,13728,13.728,2.21,0.22,-13.39
1338 Holbourn,13729,13.729,2,0.01,-0.45
1338 Holbourn,13730,13.73,2.28,0.29,-17.66
1338 Holbourn,13731,13.731,2.11,0.12,-7.18
1338 Holbourn,13732,13.732,2.41,0.42,-25.62
1338 Holbourn,13733,13.733,2.18,0.19,-11.45
1338 Holbourn,13734,13.734,2.16,0.17,-10.2
1338 Holbourn,13735,13.735,2.15,0.16,-9.57
1338 Holbourn,13736,13.736,2.27,0.28,-16.94
1338 Holbourn,13737,13.737,2.16,0.16,-10.15
1338 Holbourn,13738,13.738,2.17,0.17,-10.75
1338 Holbourn,13739,13.739,2.17,0.17,-10.73
1338 Holbourn,13740,13.74,2.18,0.18,-11.33
1338 Holbourn,13741,13.741,2.24,0.24,-15
1338 Holbourn,13742,13.742,2.06,0.06,-3.9
1338 Holbourn,13743,13.743,2.19,0.19,-11.89
1338 Holbourn,13744,13.744,2.16,0.16,-10.02
1338 Holbourn,13745,13.745,2.13,0.13,-8.16
1338 Holbourn,13746,13.746,2.11,0.11,-6.91
1338 Holbourn,13746,13.746,2.21,0.21,-13.06
1338 Holbourn,13747,13.747,2.4,0.4,-24.74
1338 Holbourn,13748,13.748,2.18,0.18,-11.18
1338 Holbourn,13749,13.749,2.15,0.15,-9.32
1338 Holbourn,13749,13.749,2.12,0.12,-7.47
1338 Holbourn,13750,13.75,2.13,0.13,-8.07
1338 Holbourn,13751,13.751,1.96,-0.04,2.41
1338 Holbourn,13752,13.752,2.21,0.21,-12.95
1338 Holbourn,13753,13.753,2.17,0.17,-10.47
1338 Holbourn,13754,13.754,1.98,-0.02,1.24
1338 Holbourn,13755,13.755,2.21,0.21,-12.9
1338 Holbourn,13756,13.756,2.29,0.29,-17.8
1338 Holbourn,13757,13.757,2.14,0.14,-8.56
1338 Holbourn,13759,13.759,2.23,0.23,-14.06
1338 Holbourn,13760,13.76,2.39,0.39,-23.89
1338 Holbourn,13761,13.761,2.4,0.4,-24.48
1338 Holbourn,13762,13.762,2.14,0.14,-8.47
1338 Holbourn,13763,13.763,2.23,0.23,-13.99
1338 Holbourn,13764,13.764,2.11,0.11,-6.58
1338 Holbourn,13765,13.765,2.17,0.17,-10.26
1338 Holbourn,13766,13.766,2.26,0.26,-15.78
1338 Holbourn,13767,13.767,2.34,0.34,-20.68
1338 Holbourn,13768,13.768,2.16,0.16,-9.59
1338 Holbourn,13768,13.768,2.13,0.13,-7.74
1338 Holbourn,13769,13.769,2.38,0.38,-23.11
1338 Holbourn,13770,13.77,2.09,0.09,-5.24
1338 Holbourn,13771,13.771,2.19,0.18,-11.38
1338 Holbourn,13772,13.772,2.2,0.19,-11.98
1338 Holbourn,13773,13.773,2.14,0.13,-8.27
1338 Holbourn,13774,13.774,2.14,0.13,-8.25
1338 Holbourn,13775,13.775,2.21,0.2,-12.54
1338 Holbourn,13776,13.776,1.96,-0.05,2.86
1338 Holbourn,13777,13.777,2.28,0.27,-16.81
1338 Holbourn,13778,13.778,2.28,0.27,-16.79
1338 Holbourn,13779,13.779,2.33,0.32,-19.85
1338 Holbourn,13780,13.78,2.14,0.13,-8.14
1338 Holbourn,13782,13.782,2.23,0.22,-13.64
1338 Holbourn,13783,13.783,1.94,-0.07,4.22
1338 Holbourn,13784,13.784,2.16,0.15,-9.3
1338 Holbourn,13785,13.785,2.25,0.24,-14.82
1338 Holbourn,13786,13.786,2.08,0.07,-4.34
1338 Holbourn,13787,13.787,2.01,0,-0.01
1338 Holbourn,13788,13.788,2.06,0.05,-3.07
1338 Holbourn,13789,13.789,2.01,0,0.02
1338 Holbourn,13790,13.79,1.97,-0.04,2.5
1338 Holbourn,13791,13.791,1.92,-0.09,5.6
1338 Holbourn,13792,13.792,2.03,0.02,-1.15
1338 Holbourn,13793,13.793,2.12,0.11,-6.67
1338 Holbourn,13794,13.794,2.31,0.3,-18.35
1338 Holbourn,13795,13.795,2.07,0.06,-3.56
1338 Holbourn,13796,13.796,1.96,-0.05,3.23
1338 Holbourn,13797,13.797,1.99,-0.02,1.4
1338 Holbourn,13798,13.798,1.93,-0.08,5.11
1338 Holbourn,13799,13.799,2.07,0.06,-3.49
1338 Holbourn,13800,13.8,1.91,-0.1,6.38
1338 Holbourn,13801,13.801,1.65,-0.36,22.39
1338 Holbourn,13802,13.802,1.99,-0.02,1.49
1338 Holbourn,13803,13.803,1.89,-0.12,7.66
1338 Holbourn,13804,13.804,2.13,0.12,-7.09
1338 Holbourn,13805,13.805,1.87,-0.15,8.93
1338 Holbourn,13806,13.806,1.99,-0.03,1.56
1338 Holbourn,13807,13.807,1.84,-0.18,10.81
1338 Holbourn,13808,13.808,2.18,0.16,-10.09
1338 Holbourn,13809,13.809,1.79,-0.23,13.92
1338 Holbourn,13810,13.81,1.96,-0.06,3.48
1338 Holbourn,13812,13.812,1.77,-0.25,15.21
1338 Holbourn,13813,13.813,1.57,-0.45,27.53
1338 Holbourn,13814,13.814,1.81,-0.21,12.78
1338 Holbourn,13815,13.815,1.84,-0.18,10.96
1338 Holbourn,13816,13.816,1.7,-0.32,19.59
1338 Holbourn,13817,13.817,1.75,-0.27,16.53
1338 Holbourn,13818,13.818,1.75,-0.27,16.55
1338 Holbourn,13819,13.819,2.02,0,-0.05
1338 Holbourn,13820,13.82,1.74,-0.28,17.2
1338 Holbourn,13821,13.821,1.73,-0.29,17.83
1338 Holbourn,13823,13.823,1.65,-0.37,22.79
1338 Holbourn,13824,13.824,1.5,-0.52,32.04
1338 Holbourn,13825,13.825,1.6,-0.42,25.91
1338 Holbourn,13826,13.826,1.63,-0.39,24.08
1338 Holbourn,13827,13.827,1.46,-0.56,34.56
1338 Holbourn,13828,13.828,1.43,-0.59,36.42
1338 Holbourn,13829,13.829,1.7,-0.32,19.82
1338 Holbourn,13830,13.83,1.47,-0.55,34
1338 Holbourn,13831,13.831,1.88,-0.14,8.78
1338 Holbourn,13832,13.832,1.68,-0.34,21.11
1338 Holbourn,13833,13.833,1.81,-0.21,13.13
1338 Holbourn,13834,13.834,1.83,-0.19,11.91
1338 Holbourn,13835,13.835,1.67,-0.35,21.78
1338 Holbourn,13836,13.836,1.88,-0.14,8.87
1338 Holbourn,13837,13.837,2.04,0.02,-0.95
1338 Holbourn,13838,13.838,1.96,-0.06,3.99
1338 Holbourn,13839,13.839,1.96,-0.07,4.01
1338 Holbourn,13840,13.84,1.91,-0.12,7.1
1338 Holbourn,13841,13.841,2.08,0.05,-3.34
1338 Holbourn,13842,13.842,1.85,-0.18,10.83
1338 Holbourn,13843,13.843,2.16,0.13,-8.23
1338 Holbourn,13848,13.848,1.77,-0.26,15.86
1338 Holbourn,13850,13.85,1.73,-0.3,18.36
1338 Holbourn,13852,13.852,1.85,-0.18,11.01
1338 Holbourn,13855,13.855,1.68,-0.35,21.53
1338 Holbourn,13857,13.857,1.85,-0.18,11.1
1338 Holbourn,13860,13.86,1.61,-0.42,25.92
1338 Holbourn,13862,13.862,1.6,-0.43,26.58
1338 Holbourn,13865,13.865,1.65,-0.38,23.55
1338 Holbourn,13867,13.867,1.37,-0.66,40.82
1338 Holbourn,13869,13.869,1.52,-0.51,31.63
1338 Holbourn,13872,13.872,1.47,-0.56,34.76
1338 Holbourn,13874,13.874,1.26,-0.78,47.72
1338 Holbourn,13876,13.876,1.29,-0.75,45.91
1338 Holbourn,13879,13.879,1.32,-0.72,44.11
1338 Holbourn,13881,13.881,1.37,-0.67,41.07
1338 Holbourn,13883,13.883,1.64,-0.4,24.49
1338 Holbourn,13886,13.886,1.62,-0.42,25.78
1338 Holbourn,13888,13.888,1.68,-0.36,22.12
1338 Holbourn,13891,13.891,1.65,-0.39,24.02
1338 Holbourn,13893,13.893,1.41,-0.63,38.83
1338 Holbourn,13896,13.896,1.29,-0.75,46.27
1338 Holbourn,13898,13.898,1.2,-0.84,51.84
1338 Holbourn,13901,13.901,1.08,-0.96,59.26
1338 Holbourn,13903,13.903,1.25,-0.79,48.8
1338 Holbourn,13905,13.905,1.1,-0.94,58.03
1338 Holbourn,13906,13.906,1.06,-0.98,60.49
1338 Holbourn,13908,13.908,1.19,-0.85,52.48
1338 Holbourn,13910,13.91,1.27,-0.77,47.56
1338 Holbourn,13912,13.912,1.34,-0.7,43.25
1338 Holbourn,13914,13.914,1.18,-0.86,53.09
1338 Holbourn,13916,13.916,1.14,-0.9,55.55
1338 Holbourn,13917,13.917,1.53,-0.51,31.55
1338 Holbourn,13919,13.919,1.07,-0.97,59.85
1338 Holbourn,13921,13.921,1.89,-0.15,9.39
1338 Holbourn,13923,13.923,1.7,-0.34,21.08
1338 Holbourn,13925,13.925,1.87,-0.17,10.62
1338 Holbourn,13926,13.926,1.78,-0.26,16.15
1338 Holbourn,13928,13.928,1.56,-0.48,29.69
1338 Holbourn,13930,13.93,1.73,-0.31,19.22
1338 Holbourn,13932,13.932,1.82,-0.22,13.68
1338 Holbourn,13934,13.934,1.42,-0.62,38.3
1338 Holbourn,13936,13.936,1.5,-0.54,33.37
1338 Holbourn,13937,13.937,1.28,-0.76,46.91
1338 Holbourn,13939,13.939,1.41,-0.63,38.9
1338 Holbourn,13941,13.941,1.32,-0.72,44.44
1338 Holbourn,13943,13.943,1.6,-0.44,27.21
1338 Holbourn,13945,13.945,1.38,-0.66,40.74
1338 Holbourn,13947,13.947,1.4,-0.64,39.51
1338 Holbourn,13948,13.948,1.5,-0.54,33.35
1338 Holbourn,13950,13.95,1.58,-0.46,28.43
1338 Holbourn,13952,13.952,1.54,-0.5,30.89
1338 Holbourn,13954,13.954,1.56,-0.48,29.65
1338 Holbourn,13956,13.956,1.56,-0.48,29.65
1338 Holbourn,13957,13.957,1.55,-0.49,30.27
1338 Holbourn,13959,13.959,1.82,-0.22,13.65
1338 Holbourn,13961,13.961,1.64,-0.4,24.72
1338 Holbourn,13963,13.963,1.88,-0.16,9.95
1338 Holbourn,13965,13.965,1.67,-0.37,22.87
1338 Holbourn,13967,13.967,1.94,-0.1,6.25
1338 Holbourn,13968,13.968,1.68,-0.36,22.25
1338 Holbourn,13970,13.97,1.62,-0.42,25.94
1338 Holbourn,13972,13.972,1.6,-0.44,27.17
1338 Holbourn,13974,13.974,1.56,-0.48,29.63
1338 Holbourn,13976,13.976,1.57,-0.47,29.01
1338 Holbourn,13977,13.977,1.65,-0.39,24.09
1338 Holbourn,13979,13.979,1.6,-0.44,27.16
1338 Holbourn,13981,13.981,1.56,-0.48,29.62
1338 Holbourn,13983,13.983,1.51,-0.53,32.69
1338 Holbourn,13985,13.985,1.43,-0.61,37.61
1338 Holbourn,13987,13.987,1.53,-0.51,31.46
1338 Holbourn,13988,13.988,1.38,-0.66,40.69
1338 Holbourn,13990,13.99,1.32,-0.72,44.38
1338 Holbourn,13992,13.992,1.06,-0.98,60.37
1338 Holbourn,13993,13.993,1.23,-0.81,49.91
1338 Holbourn,13995,13.995,1.31,-0.73,44.99
1338 Holbourn,13996,13.996,1.3,-0.74,45.6
1338 Holbourn,13997,13.997,1.18,-0.86,52.98
1338 Holbourn,13998,13.998,1.58,-0.46,28.37
1338 Holbourn,14000,14,1.38,-0.66,40.67
1338 Holbourn,14001,14.001,1.58,-0.46,28.33
1338 Holbourn,14002,14.002,1.39,-0.65,40
1338 Holbourn,14003,14.003,1.82,-0.22,13.51
1338 Holbourn,14005,14.005,1.78,-0.26,15.91
1338 Holbourn,14006,14.006,1.56,-0.48,29.42
1338 Holbourn,14007,14.007,1.76,-0.28,17.08
1338 Holbourn,14008,14.008,1.76,-0.28,17.05
1338 Holbourn,14010,14.01,1.83,-0.21,12.68
1338 Holbourn,14011,14.011,1.74,-0.3,18.19
1338 Holbourn,14012,14.012,1.87,-0.17,10.16
1338 Holbourn,14013,14.013,1.7,-0.33,20.59
1338 Holbourn,14015,14.015,1.77,-0.26,16.23
1338 Holbourn,14016,14.016,1.59,-0.44,27.27
1338 Holbourn,14017,14.017,1.8,-0.23,14.32
1338 Holbourn,14018,14.018,1.68,-0.35,21.68
1338 Holbourn,14020,14.02,1.72,-0.31,19.15
1338 Holbourn,14021,14.021,1.48,-0.55,33.89
1338 Holbourn,14022,14.022,1.74,-0.29,17.86
1338 Holbourn,14023,14.023,1.37,-0.66,40.6
1338 Holbourn,14025,14.025,1.82,-0.21,12.85
1338 Holbourn,14026,14.026,1.41,-0.62,38.05
1338 Holbourn,14027,14.027,1.29,-0.74,45.41
1338 Holbourn,14028,14.028,1.55,-0.48,29.38
1338 Holbourn,14030,14.03,1.55,-0.48,29.32
1338 Holbourn,14031,14.031,1.48,-0.55,33.6
1338 Holbourn,14033,14.033,1.69,-0.33,20.61
1338 Holbourn,14035,14.035,1.66,-0.36,22.4
1338 Holbourn,14036,14.036,2.14,0.12,-7.17
1338 Holbourn,14038,14.038,1.75,-0.27,16.77
1338 Holbourn,14038,14.038,1.84,-0.18,11.23
1338 Holbourn,14040,14.04,2.16,0.14,-8.52
1338 Holbourn,14042,14.042,2.02,0,0.04
1338 Holbourn,14043,14.043,1.97,-0.05,3.09
1338 Holbourn,14045,14.045,1.86,-0.16,9.8
1338 Holbourn,14047,14.047,2.02,0,-0.11
1338 Holbourn,14049,14.049,1.99,-0.03,1.68
1338 Holbourn,14050,14.05,1.78,-0.24,14.57
1338 Holbourn,14052,14.052,1.8,-0.22,13.28
1338 Holbourn,14054,14.054,1.69,-0.32,19.99
1338 Holbourn,14056,14.056,1.84,-0.17,10.7
1338 Holbourn,14057,14.057,1.55,-0.46,28.52
1338 Holbourn,14059,14.059,1.72,-0.29,17.99
1338 Holbourn,14061,14.061,1.57,-0.44,27.17
1338 Holbourn,14062,14.062,1.57,-0.44,27.14
1338 Holbourn,14064,14.064,1.81,-0.2,12.31
1338 Holbourn,14066,14.066,1.51,-0.5,30.71
1338 Holbourn,14068,14.068,1.63,-0.38,23.27
1338 Holbourn,14069,14.069,1.56,-0.45,27.54
1338 Holbourn,14071,14.071,1.68,-0.33,20.1
1338 Holbourn,14073,14.073,1.48,-0.53,32.35
1338 Holbourn,14075,14.075,1.61,-0.39,24.29
1338 Holbourn,14076,14.076,1.64,-0.36,22.41
1338 Holbourn,14078,14.078,1.68,-0.32,19.89
1338 Holbourn,14080,14.08,1.7,-0.3,18.6
1338 Holbourn,14082,14.082,1.68,-0.32,19.77
1338 Holbourn,14083,14.083,1.7,-0.3,18.51
1338 Holbourn,14085,14.085,1.74,-0.26,15.99
1338 Holbourn,14087,14.087,1.62,-0.38,23.32
1338 Holbourn,14089,14.089,1.89,-0.11,6.64
1338 Holbourn,14090,14.09,1.72,-0.28,17.07
1338 Holbourn,14092,14.092,1.71,-0.29,17.63
1338 Holbourn,14094,14.094,1.69,-0.31,18.8
1338 Holbourn,14096,14.096,1.73,-0.26,16.28
1338 Holbourn,14097,14.097,1.47,-0.52,32.25
1338 Holbourn,14099,14.099,1.55,-0.44,27.27
1338 Holbourn,14101,14.101,1.41,-0.58,35.81
1338 Holbourn,14103,14.103,1.45,-0.54,33.26
1338 Holbourn,14104,14.104,1.55,-0.44,27.07
1338 Holbourn,14106,14.106,1.41,-0.58,35.6
1338 Holbourn,14108,14.108,1.27,-0.72,44.13
1338 Holbourn,14110,14.11,1.49,-0.5,30.5
1338 Holbourn,14112,14.112,1.39,-0.59,36.57
1338 Holbourn,14114,14.114,1.4,-0.58,35.87
1338 Holbourn,14116,14.116,1.37,-0.61,37.63
1338 Holbourn,14118,14.118,1.58,-0.4,24.62
1338 Holbourn,14120,14.12,1.44,-0.54,33.15
1338 Holbourn,14122,14.122,1.57,-0.41,25.07
1338 Holbourn,14123,14.123,1.75,-0.23,13.95
1338 Holbourn,14125,14.125,1.64,-0.34,20.63
1338 Holbourn,14127,14.127,1.84,-0.13,8.24
1338 Holbourn,14129,14.129,1.85,-0.12,7.54
1338 Holbourn,14131,14.131,1.78,-0.19,11.76
1338 Holbourn,14133,14.133,2.17,0.2,-12.32
1338 Holbourn,14135,14.135,1.8,-0.17,10.36
1338 Holbourn,14137,14.137,1.95,-0.02,1.04
1338 Holbourn,14139,14.139,1.85,-0.12,7.11
1338 Holbourn,14141,14.141,2.14,0.18,-10.82
1338 Holbourn,14143,14.143,2.04,0.08,-4.75
1338 Holbourn,14145,14.145,2.26,0.3,-18.37
1338 Holbourn,14147,14.147,1.82,-0.14,8.62
1338 Holbourn,14149,14.149,1.62,-0.34,20.84
1338 Holbourn,14151,14.151,1.7,-0.26,15.83
1338 Holbourn,14152,14.152,1.59,-0.37,22.56
1338 Holbourn,14154,14.154,1.37,-0.59,36.01
1338 Holbourn,14156,14.156,1.37,-0.58,35.93
1338 Holbourn,14158,14.158,1.48,-0.47,29.07
1338 Holbourn,14160,14.16,1.74,-0.21,12.99
1338 Holbourn,14162,14.162,1.43,-0.52,31.98
1338 Holbourn,14164,14.164,1.65,-0.3,18.35
1338 Holbourn,14166,14.166,1.88,-0.07,4.11
1338 Holbourn,14168,14.168,1.92,-0.03,1.57
1338 Holbourn,14170,14.17,1.66,-0.28,17.48
1338 Holbourn,14172,14.172,1.65,-0.29,18.01
1338 Holbourn,14174,14.174,1.6,-0.34,21
1338 Holbourn,14174,14.174,1.79,-0.15,9.31
1338 Holbourn,14176,14.176,1.58,-0.36,22.15
1338 Holbourn,14178,14.178,1.67,-0.27,16.52
1338 Holbourn,14180,14.18,1.74,-0.2,12.13
1338 Holbourn,14181,14.181,1.67,-0.27,16.4
1338 Holbourn,14183,14.183,1.99,0.05,-3.38
1338 Holbourn,14185,14.185,1.83,-0.1,6.38
1338 Holbourn,14187,14.187,1.86,-0.07,4.45
1338 Holbourn,14189,14.189,1.8,-0.13,8.06
1338 Holbourn,14191,14.191,1.83,-0.1,6.12
1338 Holbourn,14193,14.193,1.73,-0.2,12.19
1338 Holbourn,14195,14.195,1.8,-0.13,7.8
1338 Holbourn,14197,14.197,1.57,-0.36,21.87
1338 Holbourn,14199,14.199,1.67,-0.25,15.63
1338 Holbourn,14201,14.201,1.53,-0.39,24.16
1338 Holbourn,14203,14.203,1.52,-0.4,24.69
1338 Holbourn,14205,14.205,1.48,-0.44,27.07
1338 Holbourn,14207,14.207,1.74,-0.18,10.98
1338 Holbourn,14209,14.209,1.52,-0.4,24.43
1338 Holbourn,14209,14.209,1.55,-0.37,22.59
1338 Holbourn,14210,14.21,1.3,-0.62,37.93
1338 Holbourn,14212,14.212,1.53,-0.38,23.69
1338 Holbourn,14214,14.214,1.52,-0.39,24.22
1338 Holbourn,14216,14.216,1.56,-0.35,21.67
1338 Holbourn,14218,14.218,1.56,-0.35,21.59
1338 Holbourn,14220,14.22,1.68,-0.23,14.12
1338 Holbourn,14222,14.222,1.84,-0.07,4.19
1338 Holbourn,14224,14.224,1.65,-0.26,15.79
1338 Holbourn,14226,14.226,1.64,-0.27,16.32
1338 Holbourn,14228,14.228,1.71,-0.19,11.93
1338 Holbourn,14230,14.23,1.57,-0.33,20.46
1338 Holbourn,14232,14.232,1.67,-0.23,14.22
1338 Holbourn,14232,14.232,1.62,-0.28,17.3
1338 Holbourn,14234,14.234,1.62,-0.28,17.21
1338 Holbourn,14236,14.236,1.67,-0.23,14.05
1338 Holbourn,14238,14.238,1.58,-0.32,19.5
1338 Holbourn,14240,14.24,1.6,-0.3,18.19
1338 Holbourn,14242,14.242,1.57,-0.32,19.95
1338 Holbourn,14244,14.244,1.69,-0.2,12.48
1338 Holbourn,14246,14.246,1.59,-0.3,18.55
1338 Holbourn,14248,14.248,1.56,-0.33,20.31
1338 Holbourn,14250,14.25,1.6,-0.29,17.76
1338 Holbourn,14252,14.252,1.82,-0.07,4.14
1338 Holbourn,14254,14.254,1.71,-0.18,10.82
1338 Holbourn,14256,14.256,1.77,-0.11,7.04
1338 Holbourn,14258,14.258,1.68,-0.2,12.5
1338 Holbourn,14260,14.26,1.74,-0.14,8.72
1338 Holbourn,14261,14.261,1.57,-0.31,19.14
1338 Holbourn,14263,14.263,1.27,-0.61,37.51
1338 Holbourn,14265,14.265,1.64,-0.24,14.66
1338 Holbourn,14267,14.267,1.4,-0.48,29.34
1338 Holbourn,14269,14.269,1.49,-0.39,23.72
1338 Holbourn,14271,14.271,1.3,-0.57,35.33
1338 Holbourn,14273,14.273,1.53,-0.34,21.09
1338 Holbourn,14275,14.275,1.16,-0.71,43.77
1338 Holbourn,14276,14.276,1.58,-0.29,17.88
1338 Holbourn,14278,14.278,1.25,-0.62,38.1
1338 Holbourn,14279,14.279,1.32,-0.55,33.75
1338 Holbourn,14281,14.281,1.21,-0.66,40.44
1338 Holbourn,14282,14.282,1.5,-0.37,22.55
1338 Holbourn,14283,14.283,1.52,-0.35,21.28
1338 Holbourn,14285,14.285,1.86,0,0.27
1338 Holbourn,14286,14.286,1.67,-0.19,11.92
1338 Holbourn,14286,14.286,1.6,-0.26,16.22
1338 Holbourn,14287,14.287,1.83,-0.03,2.03
1338 Holbourn,14289,14.289,1.79,-0.07,4.4
1338 Holbourn,14290,14.29,1.81,-0.05,3.13
1338 Holbourn,14292,14.292,1.76,-0.1,6.12
1338 Holbourn,14293,14.293,1.83,-0.03,1.77
1338 Holbourn,14294,14.294,1.68,-0.18,10.96
1338 Holbourn,14296,14.296,1.49,-0.37,22.57
1338 Holbourn,14297,14.297,1.65,-0.21,12.68
1338 Holbourn,14298,14.298,1.42,-0.44,26.79
1338 Holbourn,14300,14.3,1.51,-0.34,21.17
1338 Holbourn,14301,14.301,1.24,-0.61,37.75
1338 Holbourn,14303,14.303,1.3,-0.55,34
1338 Holbourn,14304,14.304,1.13,-0.72,44.44
1338 Holbourn,14306,14.306,1.34,-0.51,31.46
1338 Holbourn,14308,14.308,1.14,-0.71,43.71
1338 Holbourn,14310,14.31,1.31,-0.54,33.19
1338 Holbourn,14312,14.312,1.32,-0.53,32.52
1338 Holbourn,14314,14.314,1.29,-0.56,34.31
1338 Holbourn,14315,14.315,1.24,-0.61,37.35
1338 Holbourn,14317,14.317,1.35,-0.5,30.53
1338 Holbourn,14319,14.319,1.22,-0.63,38.47
1338 Holbourn,14321,14.321,1.32,-0.52,32.26
1338 Holbourn,14323,14.323,1.37,-0.47,29.13
1338 Holbourn,14325,14.325,1.41,-0.43,26.61
1338 Holbourn,14327,14.327,1.61,-0.23,14.24
1338 Holbourn,14329,14.329,1.64,-0.2,12.34
1338 Holbourn,14331,14.331,1.73,-0.11,6.75
1338 Holbourn,14333,14.333,1.8,-0.04,2.38
1338 Holbourn,14335,14.335,1.8,-0.04,2.32
1338 Holbourn,14336,14.336,1.66,-0.18,10.91
1338 Holbourn,14338,14.338,1.45,-0.39,23.78
1338 Holbourn,14340,14.34,1.49,-0.35,21.26
1338 Holbourn,14342,14.342,1.18,-0.65,40.28
1338 Holbourn,14344,14.344,1.23,-0.6,37.15
1338 Holbourn,14346,14.346,1.3,-0.53,32.78
1338 Holbourn,14348,14.348,1.2,-0.63,38.88
1338 Holbourn,14350,14.35,1.62,-0.21,12.97
1338 Holbourn,14352,14.352,1.41,-0.42,25.84
1338 Holbourn,14354,14.354,1.52,-0.31,19.01
1338 Holbourn,14356,14.356,1.32,-0.51,31.27
1338 Holbourn,14358,14.358,1.51,-0.32,19.52
1338 Holbourn,14359,14.359,1.31,-0.52,31.8
1338 Holbourn,14361,14.361,1.47,-0.36,21.89
1338 Holbourn,14363,14.363,1.29,-0.53,32.91
1338 Holbourn,14363,14.363,1.18,-0.64,39.68
